0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
19,7,4,29,28,31,40,15,20,32,23,17,16,12,37,11,9,18,22,14,36,25,21,3,10,5,39,27,33,35,34,30,6,38,13,1,26,41,24,8,2,19,7,4,29,28,31,40,15,20,32,23,17,16,12,37,11,9,18,22,14,36,25,21,3,10,5,39,27,33,35,34,30,6,38,13,1,26,41,24,8,2
18,6,3,28,27,30,39,14,19,31,22,16,15,11,36,10,8,17,21,13,35,24,20,2,9,4,38,26,32,34,33,29,5,37,12,0,25,40,23,7,41,18,6,3,28,27,30,39,14,19,31,22,16,15,11,36,10,8,17,21,13,35,24,20,2,9,4,38,26,32,34,33,29,5,37,12,0,25,40,23,7,41
17,5,41,27,26,29,38,13,18,30,21,15,14,10,35,9,7,16,20,12,34,23,19,1,8,3,37,25,31,33,32,28,4,36,11,40,24,39,22,6,0,17,5,41,27,26,29,38,13,18,30,21,15,14,10,35,9,7,16,20,12,34,23,19,1,8,3,37,25,31,33,32,28,4,36,11,40,24,39,22,6,0
16,4,1,26,25,28,37,12,17,29,20,14,13,9,34,8,6,15,19,11,33,22,18,0,7,2,36,24,30,32,31,27,41,35,10,39,23,38,21,5,40,16,4,1,26,25,28,37,12,17,29,20,14,13,9,34,8,6,15,19,11,33,22,18,0,7,2,36,24,30,32,31,27,41,35,10,39,23,38,21,5,40
15,3,0,25,24,27,36,11,16,28,19,13,12,8,33,7,5,14,18,10,32,21,17,40,6,1,35,23,29,31,30,26,2,34,9,38,22,37,20,41,39,15,3,0,25,24,27,36,11,16,28,19,13,12,8,33,7,5,14,18,10,32,21,17,40,6,1,35,23,29,31,30,26,2,34,9,38,22,37,20,41,39
14,2,40,24,23,26,35,10,15,27,18,12,11,7,32,6,4,13,17,9,31,20,16,39,41,0,34,22,28,30,29,25,1,33,8,37,21,36,19,3,38,14,2,40,24,23,26,35,10,15,27,18,12,11,7,32,6,4,13,17,9,31,20,16,39,41,0,34,22,28,30,29,25,1,33,8,37,21,36,19,3,38
13,1,39,23,22,25,34,9,14,26,17,11,10,41,31,5,3,12,16,8,30,19,15,38,4,40,33,21,27,29,28,24,0,32,7,36,20,35,18,2,37,13,1,39,23,22,25,34,9,14,26,17,11,10,41,31,5,3,12,16,8,30,19,15,38,4,40,33,21,27,29,28,24,0,32,7,36,20,35,18,2,37
12,0,38,22,21,24,33,8,13,25,16,10,9,5,30,4,2,11,15,41,29,18,14,37,3,39,32,20,26,28,27,23,40,31,6,35,19,34,17,1,36,12,0,38,22,21,24,33,8,13,25,16,10,9,5,30,4,2,11,15,41,29,18,14,37,3,39,32,20,26,28,27,23,40,31,6,35,19,34,17,1,36
11,40,37,21,20,23,32,7,12,24,15,9,41,4,29,3,1,10,14,6,28,17,13,36,2,38,31,19,25,27,26,22,39,30,5,34,18,33,16,0,35,11,40,37,21,20,23,32,7,12,24,15,9,41,4,29,3,1,10,14,6,28,17,13,36,2,38,31,19,25,27,26,22,39,30,5,34,18,33,16,0,35
10,39,36,20,19,22,31,6,11,23,14,8,7,3,28,2,0,41,13,5,27,16,12,35,1,37,30,18,24,26,25,21,38,29,4,33,17,32,15,40,34,10,39,36,20,19,22,31,6,11,23,14,8,7,3,28,2,0,41,13,5,27,16,12,35,1,37,30,18,24,26,25,21,38,29,4,33,17,32,15,40,34
