0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
38,8,13,30,10,27,5,39,33,21,41,2,7,22,32,31,9,23,11,4,42,3,1,46,36,18,44,12,43,19,20,16,24,26,35,28,45,47,15,14,17,6,37,29,40,34,25,38,8,13,30,10,27,5,39,33,21,41,2,7,22,32,31,9,23,11,4,42,3,1,46,36,18,44,12,43,19,20,16,24,26,35,28,45,47,15,14,17,6,37,29,40,34,25
37,7,12,29,9,26,4,38,32,20,40,47,6,21,31,30,8,22,10,3,41,2,0,45,35,17,43,11,42,18,19,15,23,25,34,27,44,46,14,13,16,5,36,28,39,33,24,37,7,12,29,9,26,4,38,32,20,40,47,6,21,31,30,8,22,10,3,41,2,0,45,35,17,43,11,42,18,19,15,23,25,34,27,44,46,14,13,16,5,36,28,39,33,24
36,6,11,28,8,25,3,37,31,19,39,0,5,20,30,29,7,21,9,47,40,1,46,44,34,16,42,10,41,17,18,14,22,24,33,26,43,45,13,12,15,4,35,27,38,32,23,36,6,11,28,8,25,3,37,31,19,39,0,5,20,30,29,7,21,9,47,40,1,46,44,34,16,42,10,41,17,18,14,22,24,33,26,43,45,13,12,15,4,35,27,38,32,23
35,5,10,27,7,24,2,36,30,18,38,46,4,19,29,28,6,20,8,1,39,0,45,43,33,15,41,9,40,16,17,13,21,23,32,25,42,44,12,11,14,47,34,26,37,31,22,35,5,10,27,7,24,2,36,30,18,38,46,4,19,29,28,6,20,8,1,39,0,45,43,33,15,41,9,40,16,17,13,21,23,32,25,42,44,12,11,14,47,34,26,37,31,22
34,47,9,26,6,23,1,35,29,17,37,45,3,18,28,27,5,19,7,0,38,46,44,42,32,14,40,8,39,15,16,12,20,22,31,24,41,43,11,10,13,2,33,25,36,30,21,34,47,9,26,6,23,1,35,29,17,37,45,3,18,28,27,5,19,7,0,38,46,44,42,32,14,40,8,39,15,16,12,20,22,31,24,41,43,11,10,13,2,33,25,36,30,21
33,3,8,25,47,22,0,34,28,16,36,44,2,17,27,26,4,18,6,46,37,45,43,41,31,13,39,7,38,14,15,11,19,21,30,23,40,42,10,9,12,1,32,24,35,29,20,33,3,8,25,47,22,0,34,28,16,36,44,2,17,27,26,4,18,6,46,37,45,43,41,31,13,39,7,38,14,15,11,19,21,30,23,40,42,10,9,12,1,32,24,35,29,20
32,2,7,24,4,21,46,33,27,15,35,43,1,16,26,25,3,17,5,45,36,44,42,40,30,12,38,47,37,13,14,10,18,20,29,22,39,41,9,8,11,0,31,23,34,28,19,32,2,7,24,4,21,46,33,27,15,35,43,1,16,26,25,3,17,5,45,36,44,42,40,30,12,38,47,37,13,14,10,18,20,29,22,39,41,9,8,11,0,31,23,34,28,19
31,1,6,23,3,20,45,32,26,14,34,42,0,15,25,24,2,16,4,44,35,43,41,39,29,11,37,5,36,12,13,9,17,19,28,21,38,40,8,47,10,46,30,22,33,27,18,31,1,6,23,3,20,45,32,26,14,34,42,0,15,25,24,2,16,4,44,35,43,41,39,29,11,37,5,36,12,13,9,17,19,28,21,38,40,8,47,10,46,30,22,33,27,18
30,0,5,22,2,19,44,31,25,13,33,41,46,14,24,23,1,15,3,43,34,42,40,38,28,10,36,4,35,11,12,47,16,18,27,20,37,39,7,6,9,45,29,21,32,26,17,30,0,5,22,2,19,44,31,25,13,33,41,46,14,24,23,1,15,3,43,34,42,40,38,28,10,36,4,35,11,12,47,16,18,27,20,37,39,7,6,9,45,29,21,32,26,17
29,46,4,21,1,18,43,30,24,12,32,40,45,13,23,22,0,14,2,42,33,41,39,37,27,47,35,3,34,10,11,7,15,17,26,19,36,38,6,5,8,44,28,20,31,25,16,29,46,4,21,1,18,43,30,24,12,32,40,45,13,23,22,0,14,2,42,33,41,39,37,27,47,35,3,34,10,11,7,15,17,26,19,36,38,6,5,8,44,28,20,31,25,16
28,45,3,20,0,17,42,29,23,11,31,39,44,12,22,21,46,13,1,41,32,40,38,36,26,8,34,2,33,9,47,6,14,16,25,18,35,37,5,4,7,43,27,19,30,24,15,28,45,3,20,0,17,42,29,23,11,31,39,44,12,22,21,46,13,1,41,32,40,38,36,26,8,34,2,33,9,47,6,14,16,25,18,35,37,5,4,7,43,27,19,30,24,15
27,44,2,19,46,16,41,28,22,10,30,38,43,47,21,20,45,12,0,40,31,39,37,35,25,7,33,1,32,8,9,5,13,15,24,17,34,36,4,3,6,42,26,18,29,23,14,27,44,2,19,46,16,41,28,22,10,30,38,43,47,21,20,45,12,0,40,31,39,37,35,25,7,33,1,32,8,9,5,13,15,24,17,34,36,4,3,6,42,26,18,29,23,14
26,43,1,18,45,15,40,27,21,9,29,37,42,10,20,19,44,11,46,39,30,38,36,34,24,6,32,0,31,7,8,4,47,14,23,16,33,35,3,2,5,41,25,17,28,22,13,26,43,1,18,45,15,40,27,21,9,29,37,42,10,20,19,44,11,46,39,30,38,36,34,24,6,32,0,31,7,8,4,47,14,23,16,33,35,3,2,5,41,25,17,28,22,13
25,42,0,17,44,14,39,26,20,8,28,36,41,9,19,18,43,10,45,38,29,37,35,33,23,5,31,46,30,6,7,3,11,47,22,15,32,34,2,1,4,40,24,16,27,21,12,25,42,0,17,44,14,39,26,20,8,28,36,41,9,19,18,43,10,45,38,29,37,35,33,23,5,31,46,30,6,7,3,11,47,22,15,32,34,2,1,4,40,24,16,27,21,12
