0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
9,20,38,21,23,40,8,4,26,2,15,14,17,6,3,10,31,1,13,28,25,30,35,24,5,39,41,34,22,19,16,29,33,27,37,12,32,18,36,11,7,9,20,38,21,23,40,8,4,26,2,15,14,17,6,3,10,31,1,13,28,25,30,35,24,5,39,41,34,22,19,16,29,33,27,37,12,32,18,36,11,7
8,19,37,20,22,39,7,3,25,41,14,13,16,5,2,9,30,0,12,27,24,29,34,23,4,38,40,33,21,18,15,28,32,26,36,11,31,17,35,10,6,8,19,37,20,22,39,7,3,25,41,14,13,16,5,2,9,30,0,12,27,24,29,34,23,4,38,40,33,21,18,15,28,32,26,36,11,31,17,35,10,6
7,18,36,19,21,38,6,41,24,0,13,12,15,4,1,8,29,40,11,26,23,28,33,22,3,37,39,32,20,17,14,27,31,25,35,10,30,16,34,9,5,7,18,36,19,21,38,6,41,24,0,13,12,15,4,1,8,29,40,11,26,23,28,33,22,3,37,39,32,20,17,14,27,31,25,35,10,30,16,34,9,5
6,17,35,18,20,37,5,1,23,40,12,11,14,41,0,7,28,39,10,25,22,27,32,21,2,36,38,31,19,16,13,26,30,24,34,9,29,15,33,8,4,6,17,35,18,20,37,5,1,23,40,12,11,14,41,0,7,28,39,10,25,22,27,32,21,2,36,38,31,19,16,13,26,30,24,34,9,29,15,33,8,4
5,16,34,17,19,36,41,0,22,39,11,10,13,2,40,6,27,38,9,24,21,26,31,20,1,35,37,30,18,15,12,25,29,23,33,8,28,14,32,7,3,5,16,34,17,19,36,41,0,22,39,11,10,13,2,40,6,27,38,9,24,21,26,31,20,1,35,37,30,18,15,12,25,29,23,33,8,28,14,32,7,3
4,15,33,16,18,35,3,40,21,38,10,9,12,1,39,41,26,37,8,23,20,25,30,19,0,34,36,29,17,14,11,24,28,22,32,7,27,13,31,6,2,4,15,33,16,18,35,3,40,21,38,10,9,12,1,39,41,26,37,8,23,20,25,30,19,0,34,36,29,17,14,11,24,28,22,32,7,27,13,31,6,2
3,14,32,15,17,34,2,39,20,37,9,8,11,0,38,4,25,36,7,22,19,24,29,18,40,33,35,28,16,13,10,23,27,21,31,41,26,12,30,5,1,3,14,32,15,17,34,2,39,20,37,9,8,11,0,38,4,25,36,7,22,19,24,29,18,40,33,35,28,16,13,10,23,27,21,31,41,26,12,30,5,1
2,13,31,14,16,33,1,38,19,36,8,41,10,40,37,3,24,35,6,21,18,23,28,17,39,32,34,27,15,12,9,22,26,20,30,5,25,11,29,4,0,2,13,31,14,16,33,1,38,19,36,8,41,10,40,37,3,24,35,6,21,18,23,28,17,39,32,34,27,15,12,9,22,26,20,30,5,25,11,29,4,0
1,12,30,13,15,32,0,37,18,35,7,6,9,39,36,2,23,34,5,20,17,22,27,16,38,31,33,26,14,11,41,21,25,19,29,4,24,10,28,3,40,1,12,30,13,15,32,0,37,18,35,7,6,9,39,36,2,23,34,5,20,17,22,27,16,38,31,33,26,14,11,41,21,25,19,29,4,24,10,28,3,40
0,11,29,12,14,31,40,36,17,34,6,5,8,38,35,1,22,33,4,19,16,21,26,15,37,30,32,25,13,10,7,20,24,18,28,3,23,41,27,2,39,0,11,29,12,14,31,40,36,17,34,6,5,8,38,35,1,22,33,4,19,16,21,26,15,37,30,32,25,13,10,7,20,24,18,28,3,23,41,27,2,39
40,41,28,11,13,30,39,35,16,33,5,4,7,37,34,0,21,32,3,18,15,20,25,14,36,29,31,24,12,9,6,19,23,17,27,2,22,8,26,1,38,40,41,28,11,13,30,39,35,16,33,5,4,7,37,34,0,21,32,3,18,15,20,25,14,36,29,31,24,12,9,6,19,23,17,27,2,22,8,26,1,38
39,9,27,10,12,29,38,34,15,32,4,3,6,36,33,40,20,31,2,17,14,19,24,13,35,28,30,23,41,8,5,18,22,16,26,1,21,7,25,0,37,39,9,27,10,12,29,38,34,15,32,4,3,6,36,33,40,20,31,2,17,14,19,24,13,35,28,30,23,41,8,5,18,22,16,26,1,21,7,25,0,37
38,8,26,9,11,28,37,33,14,31,3,2,5,35,32,39,19,30,1,16,13,18,23,41,34,27,29,22,10,7,4,17,21,15,25,0,20,6,24,40,36,38,8,26,9,11,28,37,33,14,31,3,2,5,35,32,39,19,30,1,16,13,18,23,41,34,27,29,22,10,7,4,17,21,15,25,0,20,6,24,40,36
37,7,25,8,10,27,36,32,41,30,2,1,4,34,31,38,18,29,0,15,12,17,22,11,33,26,28,21,9,6,3,16,20,14,24,40,19,5,23,39,35,37,7,25,8,10,27,36,32,41,30,2,1,4,34,31,38,18,29,0,15,12,17,22,11,33,26,28,21,9,6,3,16,20,14,24,40,19,5,23,39,35
36,6,24,7,9,26,35,31,12,29,1,0,3,33,30,37,17,28,40,41,11,16,21,10,32,25,27,20,8,5,2,15,19,13,23,39,18,4,22,38,34,36,6,24,7,9,26,35,31,12,29,1,0,3,33,30,37,17,28,40,41,11,16,21,10,32,25,27,20,8,5,2,15,19,13,23,39,18,4,22,38,34
35,5,23,6,8,25,34,30,11,28,0,40,2,32,29,36,16,27,39,13,10,41,20,9,31,24,26,19,7,4,1,14,18,12,22,38,17,3,21,37,33,35,5,23,6,8,25,34,30,11,28,0,40,2,32,29,36,16,27,39,13,10,41,20,9,31,24,26,19,7,4,1,14,18,12,22,38,17,3,21,37,33
34,4,22,5,7,24,33,29,10,27,40,39,1,31,28,35,15,26,38,12,9,14,19,8,30,23,25,18,6,3,0,13,17,11,21,37,41,2,20,36,32,34,4,22,5,7,24,33,29,10,27,40,39,1,31,28,35,15,26,38,12,9,14,19,8,30,23,25,18,6,3,0,13,17,11,21,37,41,2,20,36,32
33,3,21,4,6,23,32,28,9,26,39,38,0,30,27,34,14,25,37,11,8,13,18,7,29,22,24,41,5,2,40,12,16,10,20,36,15,1,19,35,31,33,3,21,4,6,23,32,28,9,26,39,38,0,30,27,34,14,25,37,11,8,13,18,7,29,22,24,41,5,2,40,12,16,10,20,36,15,1,19,35,31
32,2,20,3,5,22,31,27,8,25,38,37,40,29,26,33,13,24,36,10,7,12,17,6,28,21,23,16,4,1,39,11,15,9,19,35,14,0,41,34,30,32,2,20,3,5,22,31,27,8,25,38,37,40,29,26,33,13,24,36,10,7,12,17,6,28,21,23,16,4,1,39,11,15,9,19,35,14,0,41,34,30
31,1,41,2,4,21,30,26,7,24,37,36,39,28,25,32,12,23,35,9,6,11,16,5,27,20,22,15,3,0,38,10,14,8,18,34,13,40,17,33,29,31,1,41,2,4,21,30,26,7,24,37,36,39,28,25,32,12,23,35,9,6,11,16,5,27,20,22,15,3,0,38,10,14,8,18,34,13,40,17,33,29
30,0,18,1,3,41,29,25,6,23,36,35,38,27,24,31,11,22,34,8,5,10,15,4,26,19,21,14,2,40,37,9,13,7,17,33,12,39,16,32,28,30,0,18,1,3,41,29,25,6,23,36,35,38,27,24,31,11,22,34,8,5,10,15,4,26,19,21,14,2,40,37,9,13,7,17,33,12,39,16,32,28
29,40,17,0,2,19,28,24,5,22,35,34,37,26,23,30,10,41,33,7,4,9,14,3,25,18,20,13,1,39,36,8,12,6,16,32,11,38,15,31,27,29,40,17,0,2,19,28,24,5,22,35,34,37,26,23,30,10,41,33,7,4,9,14,3,25,18,20,13,1,39,36,8,12,6,16,32,11,38,15,31,27
28,39,16,40,1,18,27,23,4,21,34,33,36,25,41,29,9,20,32,6,3,8,13,2,24,17,19,12,0,38,35,7,11,5,15,31,10,37,14,30,26,28,39,16,40,1,18,27,23,4,21,34,33,36,25,41,29,9,20,32,6,3,8,13,2,24,17,19,12,0,38,35,7,11,5,15,31,10,37,14,30,26
27,38,15,39,0,17,26,22,3,20,33,32,35,24,21,28,8,19,31,5,2,7,12,1,41,16,18,11,40,37,34,6,10,4,14,30,9,36,13,29,25,27,38,15,39,0,17,26,22,3,20,33,32,35,24,21,28,8,19,31,5,2,7,12,1,41,16,18,11,40,37,34,6,10,4,14,30,9,36,13,29,25
26,37,14,38,40,16,25,21,2,19,32,31,34,23,20,27,7,18,30,4,1,6,11,0,22,15,17,10,39,36,33,5,9,3,13,29,8,35,12,28,41,26,37,14,38,40,16,25,21,2,19,32,31,34,23,20,27,7,18,30,4,1,6,11,0,22,15,17,10,39,36,33,5,9,3,13,29,8,35,12,28,41
41,36,13,37,39,15,24,20,1,18,31,30,33,22,19,26,6,17,29,3,0,5,10,40,21,14,16,9,38,35,32,4,8,2,12,28,7,34,11,27,23,41,36,13,37,39,15,24,20,1,18,31,30,33,22,19,26,6,17,29,3,0,5,10,40,21,14,16,9,38,35,32,4,8,2,12,28,7,34,11,27,23
24,35,12,36,38,14,23,19,0,17,30,29,32,21,18,25,5,16,28,2,40,4,9,39,20,13,15,8,37,34,31,3,7,1,11,27,6,33,10,41,22,24,35,12,36,38,14,23,19,0,17,30,29,32,21,18,25,5,16,28,2,40,4,9,39,20,13,15,8,37,34,31,3,7,1,11,27,6,33,10,41,22
23,34,11,35,37,13,22,18,40,16,29,28,31,20,17,24,4,15,41,1,39,3,8,38,19,12,14,7,36,33,30,2,6,0,10,26,5,32,9,25,21,23,34,11,35,37,13,22,18,40,16,29,28,31,20,17,24,4,15,41,1,39,3,8,38,19,12,14,7,36,33,30,2,6,0,10,26,5,32,9,25,21
22,33,10,34,36,12,21,17,39,15,41,27,30,19,16,23,3,14,26,0,38,2,7,37,18,11,13,6,35,32,29,1,5,40,9,25,4,31,8,24,20,22,33,10,34,36,12,21,17,39,15,41,27,30,19,16,23,3,14,26,0,38,2,7,37,18,11,13,6,35,32,29,1,5,40,9,25,4,31,8,24,20
21,32,9,33,35,11,20,16,38,14,27,26,41,18,15,22,2,13,25,40,37,1,6,36,17,10,12,5,34,31,28,0,4,39,8,24,3,30,7,23,19,21,32,9,33,35,11,20,16,38,14,27,26,41,18,15,22,2,13,25,40,37,1,6,36,17,10,12,5,34,31,28,0,4,39,8,24,3,30,7,23,19
20,31,8,32,34,10,19,15,37,13,26,25,28,17,14,21,1,12,24,39,36,0,5,35,16,9,11,4,33,41,27,40,3,38,7,23,2,29,6,22,18,20,31,8,32,34,10,19,15,37,13,26,25,28,17,14,21,1,12,24,39,36,0,5,35,16,9,11,4,33,41,27,40,3,38,7,23,2,29,6,22,18
19,30,7,41,33,9,18,14,36,12,25,24,27,16,13,20,0,11,23,38,35,40,4,34,15,8,10,3,32,29,26,39,2,37,6,22,1,28,5,21,17,19,30,7,41,33,9,18,14,36,12,25,24,27,16,13,20,0,11,23,38,35,40,4,34,15,8,10,3,32,29,26,39,2,37,6,22,1,28,5,21,17
18,29,6,30,41,8,17,13,35,11,24,23,26,15,12,19,40,10,22,37,34,39,3,33,14,7,9,2,31,28,25,38,1,36,5,21,0,27,4,20,16,18,29,6,30,41,8,17,13,35,11,24,23,26,15,12,19,40,10,22,37,34,39,3,33,14,7,9,2,31,28,25,38,1,36,5,21,0,27,4,20,16
17,28,5,29,31,7,16,12,34,10,23,22,25,14,11,18,39,9,21,36,41,38,2,32,13,6,8,1,30,27,24,37,0,35,4,20,40,26,3,19,15,17,28,5,29,31,7,16,12,34,10,23,22,25,14,11,18,39,9,21,36,41,38,2,32,13,6,8,1,30,27,24,37,0,35,4,20,40,26,3,19,15
16,27,4,28,30,6,15,11,33,9,22,21,24,13,10,17,38,8,20,35,32,37,1,31,12,5,7,0,29,26,23,36,40,41,3,19,39,25,2,18,14,16,27,4,28,30,6,15,11,33,9,22,21,24,13,10,17,38,8,20,35,32,37,1,31,12,5,7,0,29,26,23,36,40,41,3,19,39,25,2,18,14
15,26,3,27,29,5,14,10,32,8,21,20,23,12,9,16,37,7,19,34,31,36,0,30,11,4,6,40,28,25,22,41,39,33,2,18,38,24,1,17,13,15,26,3,27,29,5,14,10,32,8,21,20,23,12,9,16,37,7,19,34,31,36,0,30,11,4,6,40,28,25,22,41,39,33,2,18,38,24,1,17,13
14,25,2,26,28,4,13,9,31,7,20,19,22,11,8,15,41,6,18,33,30,35,40,29,10,3,5,39,27,24,21,34,38,32,1,17,37,23,0,16,12,14,25,2,26,28,4,13,9,31,7,20,19,22,11,8,15,41,6,18,33,30,35,40,29,10,3,5,39,27,24,21,34,38,32,1,17,37,23,0,16,12
13,24,1,25,27,3,12,8,30,6,19,18,21,10,7,14,35,5,17,32,29,34,39,28,9,2,4,38,26,23,20,33,41,31,0,16,36,22,40,15,11,13,24,1,25,27,3,12,8,30,6,19,18,21,10,7,14,35,5,17,32,29,34,39,28,9,2,4,38,26,23,20,33,41,31,0,16,36,22,40,15,11
12,23,0,24,26,2,11,7,29,5,18,17,20,9,6,13,34,4,16,31,28,33,41,27,8,1,3,37,25,22,19,32,36,30,40,15,35,21,39,14,10,12,23,0,24,26,2,11,7,29,5,18,17,20,9,6,13,34,4,16,31,28,33,41,27,8,1,3,37,25,22,19,32,36,30,40,15,35,21,39,14,10
11,22,40,23,25,1,10,6,28,4,17,16,19,8,5,12,33,3,15,30,27,32,37,26,7,0,2,36,24,21,18,31,35,29,41,14,34,20,38,13,9,11,22,40,23,25,1,10,6,28,4,17,16,19,8,5,12,33,3,15,30,27,32,37,26,7,0,2,36,24,21,18,31,35,29,41,14,34,20,38,13,9
10,21,39,22,24,0,9,5,27,3,16,15,18,7,4,11,32,2,14,29,26,31,36,25,6,41,1,35,23,20,17,30,34,28,38,13,33,19,37,12,8,10,21,39,22,24,0,9,5,27,3,16,15,18,7,4,11,32,2,14,29,26,31,36,25,6,41,1,35,23,20,17,30,34,28,38,13,33,19,37,12,8
25,10,19,31,32,20,4,2,13,1,28,7,29,3,22,5,36,21,27,14,33,15,38,12,23,40,0,17,11,30,8,35,37,34,39,6,16,9,18,26,24,25,10,19,31,32,20,4,2,13,1,28,7,29,3,22,5,36,21,27,14,33,15,38,12,23,40,0,17,11,30,8,35,37,34,39,6,16,9,18,26,24
